NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,Label
Cash loans,M,Y,0,180000.0,364896.0,28827.0,Commercial associate,Married,-13428,Valid
Cash loans,F,Y,0,292500.0,849415.5,40995.0,Working,Widow,-21711,Valid
abcd,F,N,0,126000.0,401386.5,21771.0,Working,Single / not married,-8461,Invalid
Cash loans,M,N,0,81000.0,450000.0,24412.5,Working,Civil marriage,-14211,Valid
Cash loans,M,Y,1,225000.0,403083.0,31324.5,Commercial associate,Married,-18397,Valid
Cash loans,F,Y,1,112500.0,247275.0,22810.5,Working,Married,-14456,Valid
Cash loans,F,Y,1,270000.0,245268.0,15804.0,Commercial associate,Married,-10438,Valid
Cash loans,F,Y,0,202500.0,1575000.0,64147.5,Commercial associate,Single / not married,-14332,Valid
Cash loans,F,Y,0,1317.0,762453.0,48856.5,Working,Civil marriage,-18584,Invalid
Cash loans,F,N,0,135000.0,254700.0,16276.5,Working,Married,-11272,Valid
Cash loans,F,Y,0,90000.0,24842.0,21159.0,Pensioner,Widow,-21159,Invalid
Cash loans,F,N,0,225000.0,521280.0,27423.0,Working,Married,-12805,Valid
Cash loans,F,Y,0,270000.0,555273.0,16236.0,Pensioner,Single / not married,-4315,Invalid
Cash loans,F,Y,0,180000.0,251091.0,24588.0,Pensioner,Widow,-20686,Valid
Revolving loans,F,Y,0,157500.0,180000.0,9000.0,Working,Widow,-20154,Valid
Cash loans,F,Y,0,180000.0,225000.0,12915.0,Pensioner,Married,-23896,Valid
abcd,F,Y,1,90000.0,450000.0,19066.5,Working,Married,-16330,Invalid
Cash loans,M,Y,0,103500.0,5188004.0,32197.5,Working,Married,-13723,Invalid
Cash loans,M,N,0,166500.0,477175.5,46615.5,Working,Married,-15586,Valid
Cash loans,F,N,2,175500.0,1649646.0,47407.5,State servant,Civil marriage,-10696,Valid
Cash loans,F,N,0,2714.0,233208.0,13149.0,Commercial associate,Married,-17478,Invalid
Cash loans,F,Y,0,67500.0,225000.0,12204.0,Pensioner,Married,-5008,Invalid
Cash loans,M,N,1,292500.0,791532.0,22684.5,Working,Single / not married,-9206,Valid
Cash loans,F,Y,3,54000.0,103500.0,6462.0,Pensioner,Widow,-23818,Valid
Cash loans,M,Y,2,157500.0,21285.0,26640.0,Commercial associate,Married,-14189,Invalid
Cash loans,X,Y,0,292500.0,1971072.0,68643.0,Commercial associate,Married,-14404,Invalid
Cash loans,M,Y,2,64605811.0,152820.0,18265.5,Working,Married,-13971,Invalid
Cash loans,M,Y,1,270000.0,25788.0,45864.0,Commercial associate,Married,-23179,Invalid
Cash loans,F,Y,0,540000.0,5251758.0,49045.5,Working,Married,-18431,Invalid
Cash loans,F,Y,0,117000.0,314100.0,13437.0,Working,Married,-16991,Valid
Cash loans,M,Y,2,157500.0,450346.5,21793.5,Pensioner,Married,-4621,Invalid
Cash loans,M,N,0,112500.0,5281160.0,9225.0,Working,Single / not married,-20632,Invalid
Cash loans,M,Y,0,247500.0,677664.0,36891.0,Pensioner,Married,-4497,Invalid
abcd,F,N,0,193500.0,1042560.0,34456.5,State servant,Married,-19705,Invalid
Cash loans,M,N,0,1862.0,900000.0,26446.5,Working,Married,-17517,Invalid
Cash loans,M,Y,0,126000.0,309420.0,15048.0,Maternity leave,Married,-11086,Invalid
Cash loans,M,Y,0,148500.0,900000.0,32458.5,Pensioner,Single / not married,-5912,Invalid
Cash loans,F,N,1,112500.0,640080.0,20929.5,Pensioner,Separated,-5958,Invalid
Cash loans,F,Y,0,103500.0,5307786.0,22216.5,Working,Civil marriage,-20492,Invalid
Cash loans,X,N,1,292500.0,270000.0,17383.5,State servant,Single / not married,-12388,Invalid
Cash loans,F,Y,0,360000.0,1422337.5,41719.5,Pensioner,Married,-6245,Invalid
Cash loans,M,N,0,270000.0,405000.0,11268.0,Commercial associate,Married,-16206,Valid
Cash loans,F,N,0,180000.0,1546020.0,42642.0,Working,Married,-18775,Valid
Cash loans,M,Y,0,157500.0,254700.0,27558.0,Commercial associate,Civil marriage,-8839,Valid
Cash loans,F,Y,0,225000.0,502497.0,28057.5,Working,Separated,-21684,Valid
Cash loans,F,N,0,2828.0,1350000.0,45369.0,Commercial associate,Married,-19979,Invalid
Cash loans,F,N,1,225000.0,23411.0,16726.5,Working,Single / not married,-14980,Invalid
Cash loans,M,Y,0,135000.0,121500.0,4576.5,Commercial associate,Married,-15321,Valid
Cash loans,M,N,0,90000.0,675000.0,32472.0,Maternity leave,Married,-12121,Invalid
Cash loans,X,N,0,148500.0,234324.0,15655.5,Working,Single / not married,-10614,Invalid
abcd,M,N,0,157500.0,900000.0,57649.5,Commercial associate,Married,-9709,Invalid
Revolving loans,F,Y,0,180000.0,675000.0,33750.0,Pensioner,Widow,-6342,Invalid
Cash loans,F,N,0,112500.0,5320587.0,27558.0,Working,Single / not married,-8318,Invalid
Cash loans,F,Y,3,67500.0,143419.5,11497.5,Working,Civil marriage,-11015,Valid
Cash loans,F,Y,0,153000.0,284400.0,16011.0,Pensioner,Married,-4061,Invalid
Cash loans,F,N,0,157500.0,276277.5,11835.0,Pensioner,Married,-5569,Invalid
Cash loans,M,Y,0,90000.0,332946.0,18189.0,Maternity leave,Married,-11080,Invalid
Cash loans,M,Y,0,270000.0,5246833.0,44568.0,Working,Married,-20665,Invalid
Cash loans,F,Y,0,184500.0,553806.0,24525.0,Working,Widow,-20273,Valid
Cash loans,F,N,0,135000.0,149256.0,15421.5,Pensioner,Widow,-6016,Invalid
Cash loans,F,N,0,67500.0,521280.0,26613.0,State servant,Married,-17965,Valid
Cash loans,F,Y,0,247500.0,632664.0,50116.5,Commercial associate,Married,-14667,Valid
Cash loans,M,N,0,180000.0,679500.0,36333.0,Working,Married,-10712,Valid
Cash loans,F,N,0,45000.0,143910.0,14148.0,Pensioner,Civil marriage,-4339,Invalid
Cash loans,F,Y,1,121500.0,5176904.0,24601.5,Commercial associate,Separated,-9963,Invalid
Cash loans,M,Y,0,157500.0,768550.5,31432.5,Maternity leave,Single / not married,-13781,Invalid
Revolving loans,F,Y,1,135000.0,337500.0,16875.0,Commercial associate,Married,-14647,Valid
Cash loans,F,Y,0,337500.0,536917.5,30109.5,Working,Married,-14355,Valid
Cash loans,M,Y,0,79856658.0,411813.0,27985.5,Working,Married,-13246,Invalid
Cash loans,M,Y,2,126000.0,528633.0,27121.5,Maternity leave,Married,-11009,Invalid
abcd,M,Y,0,234000.0,481495.5,36000.0,Working,Married,-15110,Invalid
Cash loans,F,Y,0,67500.0,54000.0,3015.0,Pensioner,Separated,-21736,Valid
Cash loans,F,Y,0,76500.0,5271084.0,19107.0,Pensioner,Married,-24548,Invalid
Cash loans,M,Y,2,76500.0,85320.0,5683.5,Working,Married,-13600,Valid
Cash loans,F,Y,0,112500.0,508495.5,24592.5,Working,Widow,-21104,Valid
Cash loans,F,Y,0,112500.0,152820.0,9895.5,Pensioner,Widow,-22950,Valid
Cash loans,F,Y,0,72000.0,5270134.0,13963.5,Pensioner,Married,-21893,Invalid
Cash loans,F,Y,1,166500.0,988875.0,47704.5,Working,Married,-11782,Valid
Cash loans,M,Y,0,180000.0,437076.0,31212.0,Maternity leave,Married,-11438,Invalid
Cash loans,M,Y,0,189000.0,450000.0,22018.5,Maternity leave,Married,-14185,Invalid
Cash loans,F,Y,4,112500.0,402214.5,29398.5,Working,Single / not married,-11893,Valid
Cash loans,M,Y,0,225000.0,500211.0,47623.5,Commercial associate,Married,-21523,Valid
Cash loans,F,Y,0,85500.0,131922.0,6475.5,Pensioner,Married,-21076,Valid
Cash loans,M,Y,0,180000.0,1024740.0,52452.0,Working,Civil marriage,-13026,Valid
Cash loans,F,Y,0,1733.0,225000.0,12915.0,Pensioner,Widow,-23798,Invalid
Cash loans,F,Y,0,225000.0,1339884.0,39307.5,Pensioner,Married,-6123,Invalid
Cash loans,M,N,0,225000.0,127350.0,15241.5,Maternity leave,Single / not married,-11761,Invalid
Cash loans,M,Y,0,126000.0,808650.0,26217.0,Working,Married,-19013,Valid
Cash loans,X,Y,2,81000.0,381528.0,17784.0,Working,Civil marriage,-14396,Invalid
Cash loans,M,N,2,135000.0,23304.0,9189.0,Working,Married,-13972,Invalid
Cash loans,F,Y,0,144000.0,521280.0,26743.5,Pensioner,Civil marriage,-4527,Invalid
Cash loans,M,Y,2,202500.0,490495.5,27517.5,State servant,Married,-14098,Valid
Cash loans,F,Y,2,76500.0,152820.0,15786.0,Working,Married,-13721,Valid
Cash loans,F,N,1,202500.0,568800.0,20430.0,Working,Married,-17576,Valid
Cash loans,F,Y,0,94500.0,315000.0,15448.5,Working,Married,-15307,Valid
Cash loans,F,Y,0,225000.0,524493.0,32215.5,Commercial associate,Married,-18221,Valid
Cash loans,F,Y,0,103500.0,225000.0,16501.5,Working,Separated,-18470,Valid
Cash loans,M,Y,0,315000.0,1078200.0,31522.5,Pensioner,Married,-22252,Valid
Revolving loans,F,N,0,74609144.0,180000.0,9000.0,Commercial associate,Single / not married,-8945,Invalid
Cash loans,M,Y,0,540000.0,5238707.0,54643.5,Commercial associate,Married,-16229,Invalid
Cash loans,F,Y,1,202500.0,5297585.0,55507.5,Commercial associate,Married,-14180,Invalid
Cash loans,F,Y,0,292500.0,765000.0,25411.5,Pensioner,Single / not married,-23592,Valid
Revolving loans,F,Y,1,112500.0,315000.0,15750.0,Commercial associate,Married,-11360,Valid
Cash loans,M,Y,0,225000.0,1223010.0,48631.5,Maternity leave,Married,-14261,Invalid
Cash loans,M,Y,1,135000.0,45000.0,5337.0,Maternity leave,Married,-13842,Invalid
Cash loans,F,Y,0,77667648.0,942300.0,27679.5,Pensioner,Married,-20063,Invalid
Cash loans,M,Y,0,225000.0,23318.0,20250.0,Working,Married,-16058,Invalid
Cash loans,M,N,1,112500.0,71316.0,8590.5,Maternity leave,Married,-14470,Invalid
Cash loans,F,Y,0,112500.0,268659.0,29061.0,Commercial associate,Civil marriage,-15804,Valid
Cash loans,X,N,0,117000.0,315000.0,20506.5,Working,Married,-15009,Invalid
Cash loans,X,N,0,112500.0,225000.0,15165.0,Working,Married,-17556,Invalid
Cash loans,M,Y,3,360000.0,536917.5,25960.5,Maternity leave,Married,-11916,Invalid
Cash loans,X,Y,0,157500.0,722430.0,23436.0,Commercial associate,Married,-13046,Invalid
Cash loans,F,Y,0,247500.0,22255.0,21100.5,Commercial associate,Single / not married,-12323,Invalid
Cash loans,F,N,0,450000.0,1724688.0,59949.0,State servant,Married,-14718,Valid
Revolving loans,M,Y,0,360000.0,540000.0,27000.0,Working,Married,-10769,Valid
Cash loans,F,N,0,157500.0,533668.5,25803.0,Working,Married,-13808,Valid
Cash loans,F,Y,1,180000.0,787131.0,26145.0,Working,Married,-13309,Valid
Cash loans,F,Y,0,157500.0,305640.0,32224.5,Commercial associate,Married,-10222,Valid
Cash loans,M,Y,1,121500.0,691020.0,25515.0,Working,Married,-14168,Valid
Cash loans,F,N,0,162000.0,601470.0,30838.5,Working,Civil marriage,-12146,Valid
Cash loans,F,N,0,157500.0,1800000.0,62568.0,Pensioner,Married,-4651,Invalid
Cash loans,F,Y,0,180000.0,21082.0,15241.5,Pensioner,Married,-21670,Invalid
Cash loans,F,Y,0,135000.0,675000.0,28597.5,Pensioner,Widow,-22094,Valid
Cash loans,F,N,0,27000.0,225000.0,8482.5,Working,Married,-12141,Valid
abcd,F,N,0,76500.0,808650.0,26086.5,Working,Married,-12094,Invalid
Cash loans,F,Y,0,135000.0,286704.0,14769.0,Working,Single / not married,-16873,Valid
Cash loans,M,Y,1,202500.0,835380.0,40320.0,Maternity leave,Married,-11813,Invalid
Cash loans,F,Y,0,157500.0,180000.0,17662.5,Pensioner,Widow,-24483,Valid
Revolving loans,F,Y,0,112500.0,292500.0,14625.0,Commercial associate,Married,-19929,Valid
Revolving loans,M,Y,0,90000.0,180000.0,9000.0,Maternity leave,Single / not married,-12771,Invalid
Revolving loans,F,N,0,112500.0,5108850.0,9000.0,Working,Civil marriage,-8153,Invalid
Cash loans,F,Y,0,72334018.0,283500.0,22527.0,Commercial associate,Single / not married,-8477,Invalid
Cash loans,X,Y,0,225000.0,519633.0,41184.0,Working,Married,-19278,Invalid
Cash loans,M,Y,2,270000.0,1236816.0,36292.5,Maternity leave,Married,-11606,Invalid
Cash loans,M,N,0,157500.0,846000.0,47236.5,Maternity leave,Married,-11552,Invalid
Cash loans,F,Y,0,90000.0,225000.0,14377.5,Working,Married,-10441,Valid
Cash loans,F,Y,0,225000.0,1154362.5,33880.5,Pensioner,Married,-6139,Invalid
abcd,F,Y,0,157500.0,755190.0,31995.0,Working,Married,-19895,Invalid
Cash loans,F,Y,0,3513.0,1258650.0,53455.5,Working,Married,-18437,Invalid
Cash loans,X,Y,1,135000.0,993082.5,42205.5,Working,Married,-13842,Invalid
Cash loans,M,N,0,157500.0,260640.0,23904.0,Maternity leave,Married,-14577,Invalid
Cash loans,F,Y,1,94500.0,679671.0,32827.5,Commercial associate,Married,-20094,Valid
Cash loans,F,Y,0,189000.0,5220431.0,35815.5,Pensioner,Single / not married,-20507,Invalid
Cash loans,X,Y,0,135000.0,142200.0,9630.0,Working,Married,-9719,Invalid
Cash loans,M,Y,0,135000.0,239850.0,25578.0,Maternity leave,Single / not married,-12334,Invalid
Cash loans,M,Y,0,225000.0,973710.0,26905.5,Maternity leave,Married,-13905,Invalid
Cash loans,F,Y,0,202500.0,5185029.0,33732.0,Pensioner,Married,-21323,Invalid
abcd,M,Y,0,225000.0,540000.0,27000.0,Commercial associate,Single / not married,-16981,Invalid
Cash loans,F,Y,1,2697.0,544068.0,26590.5,State servant,Married,-10407,Invalid
Cash loans,F,Y,0,70575587.0,1575000.0,41679.0,Pensioner,Married,-22231,Invalid
abcd,F,Y,0,112500.0,112500.0,6880.5,Working,Married,-20316,Invalid
Cash loans,M,Y,0,202500.0,755190.0,38740.5,Maternity leave,Married,-11849,Invalid
Cash loans,M,Y,1,292500.0,834048.0,46701.0,Working,Married,-17982,Valid
Cash loans,M,Y,2,247500.0,871029.0,44604.0,Working,Married,-15319,Valid
abcd,M,N,0,171000.0,761872.5,54310.5,Working,Married,-18914,Invalid
Cash loans,M,Y,0,61386188.0,622188.0,22477.5,Working,Single / not married,-17454,Invalid
Cash loans,M,Y,0,202500.0,450000.0,21888.0,Commercial associate,Married,-11930,Valid
abcd,M,Y,0,81000.0,173196.0,13810.5,Working,Married,-19674,Invalid
Cash loans,F,Y,2,81000.0,343800.0,12960.0,Working,Civil marriage,-11035,Valid
Cash loans,X,N,0,99000.0,177768.0,9207.0,State servant,Married,-15246,Invalid
Cash loans,F,N,0,90000.0,1288350.0,37800.0,Pensioner,Married,-20013,Valid
Cash loans,M,Y,0,72000.0,251091.0,24588.0,Pensioner,Civil marriage,-23622,Valid
Cash loans,M,N,0,112500.0,521280.0,26743.5,Maternity leave,Single / not married,-13063,Invalid
Cash loans,M,N,0,4113.0,152820.0,16587.0,Working,Single / not married,-10174,Invalid
Cash loans,M,N,0,75150.0,239850.0,23850.0,Pensioner,Married,-24766,Valid
Cash loans,M,Y,0,112500.0,835380.0,40320.0,Maternity leave,Single / not married,-13043,Invalid
Cash loans,F,Y,0,180000.0,1335996.0,44284.5,State servant,Separated,-13857,Valid
abcd,F,N,2,103500.0,900000.0,26316.0,Working,Married,-12996,Invalid
Cash loans,M,Y,1,270000.0,517500.0,40887.0,Working,Married,-9219,Valid
Cash loans,X,Y,0,202500.0,655614.0,43812.0,Commercial associate,Married,-8628,Invalid
Cash loans,M,N,0,225000.0,273636.0,27193.5,Working,Married,-11678,Valid
Cash loans,F,Y,0,4110.0,808650.0,23773.5,Pensioner,Widow,-23537,Invalid
Cash loans,F,Y,1,67500.0,67500.0,7267.5,Working,Married,-9488,Valid
Cash loans,M,Y,1,180000.0,835506.0,32373.0,Working,Married,-13603,Valid
Cash loans,M,Y,0,157500.0,454500.0,14791.5,Working,Married,-14367,Valid
Cash loans,X,Y,0,112500.0,582804.0,29884.5,Working,Single / not married,-8213,Invalid
Revolving loans,F,Y,0,180000.0,292500.0,14625.0,State servant,Married,-23578,Valid
Cash loans,F,Y,0,157500.0,521280.0,26743.5,Pensioner,Married,-6306,Invalid
Cash loans,F,N,0,2543.0,331920.0,17077.5,Commercial associate,Single / not married,-10246,Invalid
Cash loans,X,Y,1,202500.0,1082214.0,35041.5,Working,Married,-8666,Invalid
Cash loans,F,Y,0,171000.0,225000.0,22252.5,Pensioner,Married,-23048,Valid
Cash loans,M,Y,1,247500.0,508495.5,39478.5,Working,Married,-11249,Valid
Cash loans,F,N,1,112500.0,1078200.0,31653.0,Working,Married,-11368,Valid
Cash loans,F,Y,2,65250.0,472500.0,16276.5,Working,Married,-14026,Valid
Cash loans,F,Y,0,202500.0,604152.0,29196.0,Working,Married,-16971,Valid
Cash loans,F,N,0,112500.0,544068.0,19669.5,Pensioner,Married,-18845,Valid
Cash loans,F,Y,0,4731.0,229230.0,15318.0,Pensioner,Widow,-23980,Invalid
Cash loans,F,Y,0,337500.0,545040.0,43191.0,Commercial associate,Single / not married,-9189,Valid
Cash loans,M,N,0,193500.0,816660.0,23535.0,Commercial associate,Separated,-16957,Valid
Cash loans,M,N,0,63433524.0,684657.0,26658.0,Working,Married,-9909,Invalid
Cash loans,M,Y,3,180000.0,284256.0,28242.0,Working,Married,-10492,Valid
Cash loans,M,Y,0,135000.0,495216.0,23076.0,Working,Married,-15917,Valid
Cash loans,M,N,0,292500.0,373311.0,22689.0,Working,Separated,-17398,Valid
Cash loans,M,Y,0,306000.0,675000.0,21906.0,Commercial associate,Married,-15499,Valid
Cash loans,F,N,0,270000.0,945000.0,37606.5,Working,Married,-15780,Valid
Revolving loans,M,Y,0,45000.0,135000.0,6750.0,Maternity leave,Married,-13551,Invalid
abcd,F,Y,1,157500.0,286704.0,16587.0,Working,Married,-14454,Invalid
Cash loans,M,Y,0,135000.0,450000.0,30573.0,Working,Civil marriage,-10527,Valid
Cash loans,F,N,2,135000.0,538389.0,38416.5,Working,Married,-13389,Valid
Cash loans,F,Y,1,90000.0,188460.0,10350.0,Working,Married,-11532,Valid
Cash loans,F,N,0,74892494.0,508495.5,20164.5,State servant,Married,-17605,Invalid
Cash loans,F,N,0,72000.0,521280.0,26613.0,Pensioner,Single / not married,-19640,Valid
Cash loans,F,Y,0,202500.0,289597.5,14062.5,Pensioner,Single / not married,-23283,Valid
Cash loans,F,N,1,180000.0,521280.0,26743.5,Commercial associate,Civil marriage,-13092,Valid
Cash loans,M,N,0,180000.0,808650.0,26217.0,Pensioner,Separated,-4238,Invalid
Cash loans,F,Y,1,180000.0,254700.0,27153.0,Working,Single / not married,-12179,Valid
Cash loans,F,N,0,202500.0,1665000.0,57874.5,Commercial associate,Married,-11070,Valid
abcd,F,Y,1,112500.0,450000.0,27324.0,Working,Married,-11529,Invalid
Cash loans,F,Y,0,270000.0,1223010.0,45454.5,Working,Single / not married,-8599,Valid
Cash loans,X,N,0,220500.0,640080.0,31261.5,Pensioner,Civil marriage,-20537,Invalid
abcd,F,Y,0,90000.0,254700.0,24939.0,Pensioner,Single / not married,-24672,Invalid
Cash loans,F,N,0,90000.0,675000.0,19867.5,Pensioner,Widow,-4711,Invalid
Cash loans,M,Y,1,180000.0,447768.0,28746.0,Maternity leave,Civil marriage,-11420,Invalid
Cash loans,M,Y,1,202500.0,5303011.0,39132.0,Working,Married,-14614,Invalid
Cash loans,M,N,0,225000.0,412794.0,33097.5,Commercial associate,Married,-13606,Valid
Revolving loans,F,Y,1,135000.0,202500.0,10125.0,Pensioner,Married,-5459,Invalid
Cash loans,F,N,0,81000.0,630000.0,20322.0,Pensioner,Widow,-6203,Invalid
Revolving loans,F,N,1,180000.0,270000.0,13500.0,State servant,Married,-15389,Valid
Cash loans,F,N,0,180000.0,481495.5,31963.5,Pensioner,Widow,-24814,Valid
Cash loans,M,Y,0,103500.0,247275.0,17716.5,State servant,Single / not married,-10247,Valid
Cash loans,M,N,0,76500.0,450000.0,27193.5,Working,Married,-19085,Valid
Cash loans,F,Y,0,135000.0,927000.0,33295.5,State servant,Married,-19224,Valid
Cash loans,X,N,0,112500.0,508495.5,20025.0,State servant,Married,-16528,Invalid
Cash loans,X,Y,1,135000.0,846387.0,24876.0,Pensioner,Married,-17678,Invalid
Cash loans,M,Y,0,202500.0,269982.0,27792.0,Maternity leave,Married,-12104,Invalid
Cash loans,F,Y,0,112500.0,900297.0,26451.0,Commercial associate,Married,-13794,Valid
Cash loans,F,N,1,157500.0,450000.0,30573.0,Commercial associate,Separated,-17412,Valid
Cash loans,M,N,0,135000.0,284256.0,30159.0,Working,Married,-18687,Valid
Cash loans,M,Y,0,99000.0,277969.5,13086.0,Pensioner,Civil marriage,-6522,Invalid
Cash loans,M,Y,0,202500.0,703728.0,30996.0,Pensioner,Married,-4596,Invalid
Cash loans,F,N,1,112500.0,247500.0,12811.5,Commercial associate,Married,-15589,Valid
Cash loans,F,Y,0,112500.0,555273.0,18040.5,Working,Single / not married,-13087,Valid
Cash loans,F,N,0,157500.0,239850.0,25830.0,Working,Single / not married,-8730,Valid
Cash loans,F,Y,0,77681537.0,1223010.0,51948.0,Pensioner,Married,-22128,Invalid
Cash loans,M,Y,0,270000.0,909000.0,26707.5,Maternity leave,Separated,-11557,Invalid
Cash loans,F,Y,0,112500.0,675000.0,34465.5,Working,Married,-16358,Valid
Cash loans,F,N,0,90000.0,327024.0,15903.0,Working,Married,-18510,Valid
Cash loans,F,Y,1,162000.0,254700.0,27022.5,State servant,Married,-10953,Valid
Cash loans,F,Y,0,54000.0,355536.0,15790.5,Pensioner,Married,-6129,Invalid
abcd,F,Y,1,135000.0,397332.0,31522.5,Working,Married,-11379,Invalid
Cash loans,M,Y,0,171000.0,582228.0,22558.5,Pensioner,Married,-5584,Invalid
Cash loans,M,Y,0,144000.0,247500.0,17356.5,Maternity leave,Married,-11967,Invalid
Cash loans,F,N,0,296100.0,1350000.0,55845.0,Commercial associate,Married,-15474,Valid
Cash loans,F,Y,0,90000.0,1006920.0,39933.0,Working,Married,-20535,Valid
Cash loans,X,Y,0,103500.0,454500.0,14791.5,Working,Separated,-19059,Invalid
Cash loans,F,Y,0,135000.0,670500.0,42889.5,Commercial associate,Married,-17577,Valid
Cash loans,X,N,1,71127.0,180000.0,4747.5,State servant,Separated,-10679,Invalid
Cash loans,M,N,0,225000.0,270000.0,16443.0,Pensioner,Single / not married,-5182,Invalid
Cash loans,F,Y,1,112500.0,808650.0,24601.5,Pensioner,Separated,-4707,Invalid
Revolving loans,F,Y,0,76500.0,135000.0,6750.0,Pensioner,Single / not married,-6066,Invalid
Cash loans,F,Y,0,135000.0,311877.0,15133.5,Pensioner,Married,-22526,Valid
Cash loans,M,Y,0,202500.0,5234582.0,27409.5,Commercial associate,Married,-21175,Invalid
Cash loans,F,N,0,112500.0,5259708.0,18022.5,State servant,Civil marriage,-21371,Invalid
Cash loans,F,N,0,250.0,143910.0,14364.0,Commercial associate,Single / not married,-21906,Invalid
Revolving loans,F,N,1,270000.0,180000.0,9000.0,Working,Married,-18074,Valid
Revolving loans,F,N,0,112500.0,180000.0,9000.0,Working,Single / not married,-8227,Valid
Cash loans,M,N,0,360000.0,459000.0,12622.5,Working,Married,-13029,Valid
Cash loans,F,Y,0,135000.0,970380.0,28503.0,Pensioner,Married,-21800,Valid
Cash loans,X,N,0,135000.0,450000.0,21888.0,Commercial associate,Married,-9239,Invalid
Cash loans,M,N,0,135000.0,545040.0,43060.5,Working,Civil marriage,-11603,Valid
Cash loans,F,Y,0,117000.0,320382.0,14242.5,Working,Married,-15771,Valid
Cash loans,M,Y,1,112500.0,900000.0,26446.5,Working,Married,-14292,Valid
Cash loans,M,N,0,81103950.0,307287.0,28314.0,Working,Single / not married,-8774,Invalid
Cash loans,F,N,3,183150.0,2013840.0,55377.0,Commercial associate,Married,-11172,Valid
Cash loans,M,Y,1,180000.0,592560.0,31023.0,Maternity leave,Married,-12240,Invalid
abcd,F,Y,0,45000.0,797818.5,33930.0,Pensioner,Married,-23249,Invalid
Cash loans,M,Y,1,110250.0,659610.0,21406.5,Working,Married,-9119,Valid
Cash loans,F,Y,0,171000.0,521280.0,28278.0,Working,Separated,-12143,Valid
Cash loans,X,Y,0,216000.0,848745.0,37516.5,Commercial associate,Married,-17017,Invalid
Cash loans,M,Y,2,225000.0,1164667.5,34182.0,Working,Married,-17038,Valid
Cash loans,X,Y,0,202500.0,770292.0,34938.0,Working,Married,-17401,Invalid
Cash loans,X,N,0,360000.0,450000.0,17095.5,Working,Married,-14235,Invalid
Cash loans,F,Y,0,135000.0,753232.5,50539.5,Working,Civil marriage,-17423,Valid
Cash loans,M,N,0,112500.0,900000.0,26316.0,Pensioner,Married,-4708,Invalid
Revolving loans,F,Y,1,90000.0,270000.0,13500.0,Working,Married,-16700,Valid
Cash loans,F,Y,1,180000.0,5218281.0,34578.0,Working,Married,-10340,Invalid
Cash loans,F,Y,0,54000.0,126000.0,12402.0,Pensioner,Married,-24778,Valid
Cash loans,X,Y,1,112500.0,269550.0,21739.5,Working,Civil marriage,-11121,Invalid
Cash loans,M,Y,0,157500.0,23605.0,17887.5,Working,Married,-16496,Invalid
Cash loans,X,Y,0,405000.0,1308964.5,42354.0,Commercial associate,Married,-15162,Invalid
Cash loans,F,N,0,162000.0,282690.0,17212.5,Working,Separated,-15073,Valid
Cash loans,M,Y,1,135000.0,711072.0,25668.0,Working,Married,-16169,Valid
Cash loans,F,Y,1,81000.0,532494.0,30699.0,Pensioner,Married,-6552,Invalid
Cash loans,M,N,3,76500.0,501363.0,25726.5,Working,Married,-16246,Valid
Revolving loans,M,Y,2,193500.0,270000.0,13500.0,Working,Married,-13758,Valid
Cash loans,F,Y,1,157500.0,802773.0,31374.0,Commercial associate,Married,-16279,Valid
Cash loans,M,Y,0,112500.0,608076.0,21969.0,Maternity leave,Separated,-14184,Invalid
Cash loans,M,Y,0,450000.0,1067877.0,102973.5,Maternity leave,Civil marriage,-11931,Invalid
Cash loans,F,N,3,135000.0,679500.0,24070.5,Commercial associate,Married,-10337,Valid
Cash loans,F,N,1,135000.0,276277.5,14233.5,Commercial associate,Married,-10049,Valid
Cash loans,M,N,0,2328.0,339948.0,26824.5,Commercial associate,Married,-9781,Invalid
Cash loans,M,Y,0,67500.0,1546020.0,42511.5,Maternity leave,Married,-11726,Invalid
Revolving loans,M,Y,2,112500.0,180000.0,9000.0,Working,Married,-14050,Valid
Cash loans,F,Y,0,135000.0,25959.0,34627.5,Commercial associate,Civil marriage,-9427,Invalid
Cash loans,M,Y,0,135000.0,239850.0,23850.0,Pensioner,Married,-24561,Valid
Revolving loans,F,Y,0,135000.0,225000.0,11250.0,Pensioner,Separated,-23283,Valid
Revolving loans,F,Y,0,90000.0,180000.0,9000.0,Working,Single / not married,-8405,Valid
Cash loans,M,N,0,180000.0,23242.0,21865.5,Working,Single / not married,-11411,Invalid
Cash loans,M,Y,1,157500.0,296280.0,15124.5,State servant,Married,-13410,Valid
Revolving loans,M,Y,2,112500.0,180000.0,9000.0,Maternity leave,Married,-11237,Invalid
Cash loans,F,N,1,270000.0,1350000.0,39604.5,Commercial associate,Single / not married,-17933,Valid
Cash loans,F,Y,1,272.0,573628.5,29416.5,Working,Civil marriage,-13829,Invalid
Cash loans,F,N,1,135000.0,518562.0,25078.5,Working,Married,-11553,Valid
Cash loans,M,N,0,225000.0,1489500.0,39289.5,Commercial associate,Married,-12181,Valid
Cash loans,M,N,1,135000.0,450000.0,20979.0,Working,Married,-17523,Valid
Cash loans,M,Y,0,112500.0,161730.0,11632.5,Working,Civil marriage,-17538,Valid
